iter	Logloss
442	0.4052567023
443	0.4052246575
444	0.40518149
445	0.4051209348
446	0.4050806246
447	0.4050446369
448	0.40501998
449	0.4049814837
450	0.4049594022
451	0.4048881373
452	0.404829774
453	0.4047927604
454	0.404771973
455	0.4047342172
456	0.4047083065
457	0.404696123
458	0.4046733127
459	0.4046148988
460	0.4045747478
461	0.4045381729
462	0.4045152015
463	0.4044773518
464	0.4044421077
465	0.4043905046
466	0.4043516703
467	0.4042715252
468	0.4042276476
469	0.4041832477
470	0.4041719987
471	0.4041510024
472	0.4040827301
473	0.404065559
474	0.4040220843
475	0.403981988
476	0.4039725861
477	0.4039165689
478	0.4038867674
479	0.403868972
480	0.4038562976
481	0.4038133768
482	0.4037983261
483	0.4037454459
484	0.4036944433
485	0.4036731054
486	0.4036260903
487	0.4036095431
488	0.4035751041
489	0.4035496285
490	0.4035064466
491	0.4034708115
492	0.4034197411
493	0.403384271
494	0.4033523929
495	0.4033136496
496	0.403247381
497	0.4031899699
498	0.403172724
499	0.4031501025
500	0.4031311274
501	0.4030778844
502	0.403029374
503	0.4029699845
504	0.4029244601
505	0.4028847254
506	0.4028505703
507	0.4028144669
508	0.4027628681
509	0.402696666
510	0.4026644987
511	0.4026489087
512	0.402608889
513	0.4025555247
514	0.4025312548
515	0.4025066328
516	0.4024655437
517	0.4023697875
518	0.4023459908
519	0.4023045741
520	0.4022765108
521	0.4022411498
522	0.402196905
523	0.4021603373
524	0.4021348483
525	0.4021273962
526	0.4020673254
527	0.4020504257
528	0.4020190359
529	0.4019991797
530	0.4019455194
531	0.4019290133
532	0.4019183991
533	0.4019022394
534	0.40187344
535	0.4018394513
536	0.4017831401
537	0.4017535725
538	0.4016810714
539	0.401661449
540	0.4015944985
541	0.4015700289
542	0.4015439947
543	0.401496355
544	0.4014520794
545	0.4014356851
546	0.4014089371
547	0.4013671043
548	0.4013196801
549	0.4012924276
550	0.4012570582
551	0.4012366065
552	0.4012038063
553	0.4011684243
554	0.4011169309
555	0.4010671027
556	0.4010302433
557	0.400966093
558	0.4009300644
559	0.400903735
560	0.4008702347
561	0.4008320874
562	0.4008088632
563	0.4007952961
564	0.4007761354
565	0.4007468852
566	0.4007104569
567	0.400673741
568	0.400657763
569	0.4006406644
570	0.4005954575
571	0.4005558038
572	0.4005191642
573	0.4004791912
574	0.4004568808
575	0.4004110637
576	0.4003516814
577	0.4003341735
578	0.4003178937
579	0.4003051689
580	0.4002488534
581	0.4002274474
582	0.4001868853
583	0.4001797087
584	0.4001410678
585	0.4001234717
586	0.4000724991
587	0.4000282677
588	0.4000101295
589	0.3999929012
590	0.3999696854
591	0.3999328237
592	0.3998996833
593	0.3998653592
594	0.3998558724
595	0.3998311519
596	0.3998197888
597	0.3997883467
598	0.3997528479
599	0.3997376363
600	0.3997132469
601	0.3996774224
602	0.3996658951
603	0.3995987764
604	0.3995552526
605	0.3995268672
606	0.3995094592
607	0.3994738726
608	0.3994327619
609	0.3994096178
610	0.3993743965
611	0.3993470197
612	0.3993346776
613	0.3992948095
614	0.3992681332
615	0.3992270488
616	0.3991967099
617	0.3991801291
618	0.3991521567
619	0.3991004474
620	0.3990903383
621	0.3990572899
622	0.3990320743
623	0.3989822521
624	0.3989566175
625	0.3988904359
626	0.3988516558
627	0.3987989434
628	0.3987762875
629	0.3987533634
630	0.3987090585
631	0.3986930965
632	0.3986485728
633	0.39862001
634	0.3985947983
635	0.3985632327
636	0.3985323811
637	0.3985202098
638	0.3985048554
639	0.3984937991
640	0.3984861686
641	0.3984644886
642	0.3984156538
643	0.3983845429
644	0.3983737156
645	0.398346138
646	0.3983288572
647	0.3983146738
648	0.3982808114
649	0.3982478566
650	0.398210857
651	0.3982015855
652	0.3981602796
653	0.3981353177
654	0.3981007856
655	0.3980864127
656	0.3980757336
657	0.3980475033
658	0.3980089687
659	0.3979757692
660	0.3979561924
661	0.3979204981
662	0.3978961061
663	0.3978607006
664	0.3978238579
665	0.3977775862
666	0.3977744415
667	0.3977482821
668	0.3977156253
669	0.3976888189
670	0.3976794293
671	0.3976499896
672	0.3975987815
673	0.3975633772
674	0.3975258801
675	0.3975075209
676	0.3974509362
677	0.3974302316
678	0.397393159
679	0.3973662434
680	0.3973594953
681	0.3973355476
682	0.3973253339
683	0.3973047733
684	0.3972657303
685	0.3972602499
686	0.3972187039
687	0.3972028959
688	0.3971848056
689	0.3971626167
690	0.3971378293
691	0.3971225407
692	0.3970824105
693	0.397074971
694	0.3970524338
695	0.3970352595
696	0.3969876201
697	0.3969472557
698	0.3968749545
699	0.3968204482
700	0.3967701987
701	0.3967290442
702	0.3967135596
703	0.3966902016
704	0.396656624
705	0.3966311475
706	0.3965996719
707	0.3965904355
708	0.3965577728
709	0.3965339926
710	0.3964822121
711	0.396455758
712	0.3964252219
713	0.3963984474
714	0.3963778403
715	0.3963518635
716	0.3963327104
717	0.396280243
718	0.39624189
719	0.3962096891
720	0.3961868182
721	0.3961766048
722	0.3961625169
723	0.3961156482
724	0.3960969752
725	0.3960707731
726	0.3960427943
727	0.3960086275
728	0.3959881199
729	0.395960346
730	0.3959350677
731	0.3959234469
732	0.3959046937
733	0.395888263
734	0.3958608723
735	0.3958331433
736	0.3958113868
737	0.3957628151
738	0.3957424573
739	0.3957200644
740	0.3957043229
741	0.3956894828
742	0.3956680411
743	0.3956295824
744	0.3956070089
745	0.3955800481
746	0.3955534163
747	0.3955284131
748	0.3954929112
749	0.3954629427
750	0.3954368328
751	0.3954203224
752	0.395411743
753	0.3953888147
754	0.3953613482
755	0.3953250159
756	0.3952776253
757	0.3952515634
758	0.3952195942
759	0.3952020754
760	0.3951902745
761	0.3951738429
762	0.3951333688
763	0.395116015
764	0.3950890645
765	0.3950460249
766	0.3950287578
767	0.3950009344
768	0.394978975
769	0.3949706442
770	0.394952541
771	0.3949392688
772	0.3949210654
773	0.3949000193
774	0.3948854087
775	0.3948773538
776	0.3948300796
777	0.3948133675
778	0.3948019175
779	0.3947667699
780	0.3947224046
781	0.394702656
782	0.3946961058
783	0.3946748549
784	0.3946491014
785	0.3946277766
786	0.3946171165
787	0.3946101399
788	0.3945631547
789	0.3945486934
790	0.3945428483
791	0.3945313353
792	0.3944969655
793	0.394488292
794	0.3944742079
795	0.3944404781
796	0.3944069097
797	0.3943486693
798	0.3943167036
799	0.3942899537
800	0.3942536601
801	0.3942232767
802	0.394186499
803	0.3941757839
804	0.3941314167
805	0.3941194425
806	0.3940899587
807	0.394087718
808	0.3940680883
809	0.3940635291
810	0.3940517224
811	0.3940386023
812	0.3940286502
813	0.3939849659
814	0.3939485103
815	0.3939210527
816	0.3939150069
817	0.3938791818
818	0.3938523018
819	0.3938160779
820	0.3937825213
821	0.3937674046
822	0.3937499348
823	0.3937169887
824	0.3936877276
825	0.393673626
826	0.3936506189
827	0.3936397203
828	0.3936151549
829	0.3935737016
830	0.3935479351
831	0.3935125006
832	0.3934684512
833	0.3934409464
834	0.3934278853
835	0.3934153967
836	0.3933688155
837	0.3933539424
838	0.393328198
839	0.3933182962
840	0.3932857738
841	0.3932432062
842	0.3932100545
843	0.3931951038
844	0.3931781287
845	0.393153945
846	0.3931355497
847	0.3931126539
848	0.3930971789
849	0.3930710113
850	0.3930580382
851	0.3930489415
852	0.3930223948
853	0.3930099832
854	0.3929840503
855	0.3929690507
856	0.3929620177
857	0.3929364936
858	0.392920511
859	0.3928878224
860	0.3928633194
861	0.3928578088
862	0.3928455749
863	0.3928061733
864	0.3927962744
865	0.3927740232
866	0.3927667435
867	0.3927455986
868	0.3927287445
869	0.3927028638
870	0.392695347
871	0.392679136
872	0.3926619496
873	0.3926313192
874	0.3926193727
875	0.3925917555
876	0.3925674975
877	0.3925428336
878	0.3925064716
879	0.3924927875
880	0.392464834
881	0.3924548662
882	0.392428898
883	0.3924119337
884	0.3924040878
885	0.3923739562
886	0.3923386312
887	0.3923327347
888	0.3923118009
889	0.3922806775
890	0.3922591593
891	0.3922374689
892	0.3922311584
893	0.3922184433
894	0.3921926243
895	0.3921869583
896	0.3921679611
897	0.3921324675
898	0.3921253825
899	0.3921041407
900	0.3920948288
901	0.3920723938
902	0.392059197
903	0.3920426724
904	0.39203198
905	0.3919951118
906	0.3919771925
907	0.3919657162
908	0.3919476775
909	0.3919211564
910	0.3918771089
911	0.3918524617
912	0.3918171377
913	0.3918013837
914	0.3917914759
915	0.3917714542
916	0.3917443782
917	0.3917042467
918	0.3916868383
919	0.3916752559
920	0.3916446458
921	0.3916295166
922	0.3916034846
923	0.391590176
924	0.3915691698
925	0.3915495106
926	0.3915168962
927	0.3915077319
928	0.3914917229
929	0.3914742991
930	0.3914660337
931	0.3914387223
932	0.391427561
933	0.391397789
934	0.3913885401
935	0.3913709146
936	0.391338049
937	0.3913293367
938	0.3913169762
939	0.3913081341
940	0.3912850111
941	0.3912687359
942	0.3912608854
943	0.3912541018
944	0.3912387656
945	0.3912032848
946	0.391181495
947	0.3911521337
948	0.3911272553
949	0.391115522
950	0.3911020174
951	0.3910960028
952	0.3910815246
953	0.3910612831
954	0.3910254138
955	0.3910030143
956	0.3909899902
957	0.390964902
958	0.3909332812
959	0.3909180202
960	0.3909047592
961	0.3908816381
962	0.3908424129
963	0.390837864
964	0.3908063048
965	0.3907885365
966	0.3907543536
967	0.3907349511
968	0.3907234058
969	0.3907036495
970	0.3906901299
971	0.3906840456
972	0.3906533336
973	0.39062773
974	0.3906105956
975	0.3905870355
976	0.3905685585
977	0.3905580046
978	0.3905537108
979	0.3905369742
980	0.3905067526
981	0.3904734977
982	0.3904677183
983	0.3904546023
984	0.3904500793
985	0.3904376664
986	0.3904282456
987	0.3904224996
988	0.3904030954
989	0.390376982
990	0.3903678661
991	0.3903450806
992	0.3903324294
993	0.3903055209
994	0.3902867131
995	0.3902725882
996	0.3902679995
997	0.3902553417
998	0.3902364893
999	0.3902163173
